Precursor index,classification, rSAM present,rSAM distance <2000,rSAM distance <1000,rSAM distance >5000,ansme evalue,ansme_score,ansme score >40,ansme score >100,sulfatase present,HexxH domain present,precuror retrieved by Wpr RRE,precursor length <70,precursor length <90,precursor length >110,precursor length >200,1 cys,2 cys,3+ cys,>2 cyclophane motifs,Number of cyclophane motifs,Percent Aromatic,Triceptide precursor hmms,precursor no hmm match,rgg/shp,synergy,common transporter,rsam hmm,Inferred gene,fimo motif 1, motif 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,number of motifs present, occurances of 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,rSAM distance,precursor length,core charge,precursor charge,last_third charge,abs(core charge),abs(precursor charge),abs(last third charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,LAST THIRD COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
3806,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5763,238,-5,0,-5,5,0,5,13,3,6,7,1,3,10,9,2,9,13,6,5,6,2,3,11,0,5,5,0.1092436974789916,0.025210084033613446,0.050420168,0.058823529411764705,0.008403361,0.025210084033613446,0.084033613,0.075630252,0.016806723,0.075630252,0.1092436974789916,0.050420168,0.042016807,0.050420168,0.016806723,0.025210084033613446,0.092436975,0,0.042016807,0.042016807,11,16,9,25,54,14,4.656955147,24,8,12,11,4,8,15,20,5,19,21,14,9,9,7,9,19,0,9,15,0.10084033613445378,0.033613445,0.050420168,0.046218487394957986,0.016806723,0.033613445,0.06302521,0.084033613,0.021008403,0.079831933,0.088235294,0.058823529411764705,0.037815126050420166,0.037815126050420166,0.029411764705882353,0.037815126050420166,0.079831933,0,0.037815126050420166,0.06302521,18,27,22,49,108,28,5.566378975,10,2,3,4,0,3,9,5,2,4,9,3,4,2,0,2,10,0,3,4,0.12658227848101267,0.025316456,0.037974684,0.050632911,0,0.037974684,0.11392405063291139,0.063291139,0.025316456,0.050632911,0.11392405063291139,0.037974684,0.050632911,0.025316456,0,0.025316456,0.12658227848101267,0,0.037974684,0.050632911,5,12,5,17,36,12,4.509173774719239
3807,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933,233,0,5,0,0,5,0,15,12,6,2,1,3,10,15,4,2,16,0,1,1,9,3,4,2,0,11,0.1282051282051282,0.10256410256410256,0.051282051,0.017094017094017096,0.008547009,0.025641026,0.085470085,0.1282051282051282,0.034188034,0.017094017094017096,0.13675213675213677,0,0.008547009,0.008547009,0.076923077,0.025641026,0.034188034,0.017094017094017096,0,0.094017094,3,16,12,28,60,7,5.507152748107909,33,21,12,5,1,5,15,31,11,4,31,0,2,3,17,7,10,4,1,20,0.14163090128755365,0.090128755,0.051502146,0.021459227,0.004291845,0.021459227,0.064377682,0.13304721030042918,0.0472103,0.017167381974248927,0.13304721030042918,0,0.008583691,0.012875536480686695,0.072961373,0.030042918454935622,0.042918455,0.017167381974248927,0.004291845,0.08583691,8,27,21,48,121,17,5.978063774108887,7,9,4,2,0,2,7,11,2,1,12,0,1,0,7,2,2,1,0,7,0.090909091,0.11688311688311688,0.051948052,0.025974025974025976,0,0.025974025974025976,0.090909091,0.14285714285714285,0.025974025974025976,0.012987012987012988,0.15584415584415584,0,0.012987012987012988,0,0.090909091,0.025974025974025976,0.025974025974025976,0.012987012987012988,0,0.090909091,1,11,9,20,39,4,5.591274452209471
3808,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,34,-5,-6,-5,5,6,5,0,0,1,0,1,0,4,2,0,1,2,0,1,0,0,0,1,0,1,3,0,0,0.058823529411764705,0,0.058823529411764705,0,0.23529411764705882,0.11764705882352941,0,0.058823529411764705,0.11764705882352941,0,0.058823529411764705,0,0,0,0.058823529411764705,0,0.058823529411764705,0.17647058823529413,1,5,0,5,9,1,4.0500284194946286,2,0,2,0,1,0,5,3,1,1,3,0,2,0,2,0,7,0,1,4,0.058823529411764705,0,0.058823529411764705,0,0.029411764705882353,0,0.14705882352941177,0.088235294,0.029411764705882353,0.029411764705882353,0.088235294,0,0.058823529411764705,0,0.058823529411764705,0,0.20588235294117646,0,0.029411764705882353,0.11764705882352941,1,7,0,7,15,7,4.0500284194946286,0,0,1,0,1,0,2,2,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0.083333333,0,0.083333333,0,0.16666666666666666,0.16666666666666666,0,0.083333333,0.083333333,0,0.083333333,0,0,0,0,0,0.083333333,0.16666666666666666,1,3,0,3,7,0,4.0500284194946286
3809,0,1,0,0,0,9e-109,108.04575749056067,0,1,1,0,0,0,0,1,0,0,0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,171,8,6,8,8,6,8,8,2,1,3,2,0,1,1,2,5,14,6,3,8,2,2,5,1,3,17,0.093023256,0.023255813953488372,0.011627906976744186,0.034883721,0.023255813953488372,0,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.058139535,0.16279069767441862,0.069767442,0.034883721,0.093023256,0.023255813953488372,0.023255813953488372,0.058139535,0.011627906976744186,0.034883721,0.19767441860465115,12,2,8,10,48,7,9.760593986511228,13,4,4,6,3,3,8,6,3,12,28,11,8,10,5,4,8,3,5,27,0.076023392,0.023391812865497075,0.023391812865497075,0.035087719,0.017543859649122806,0.017543859649122806,0.046783626,0.035087719,0.017543859649122806,0.070175439,0.16374269005847952,0.064327485,0.046783626,0.058479532,0.029239766081871343,0.023391812865497075,0.046783626,0.017543859649122806,0.029239766081871343,0.15789473684210525,18,12,15,27,94,12,8.775001335,6,1,1,1,2,0,0,1,1,2,8,3,1,8,1,2,3,1,3,12,0.10526315789473684,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.035087719,0,0,0.017543859649122806,0.017543859649122806,0.035087719,0.14035087719298245,0.052631579,0.017543859649122806,0.14035087719298245,0.017543859649122806,0.035087719,0.052631579,0.017543859649122806,0.052631579,0.21052631578947367,12,1,4,5,30,5,9.188759422302244
3810,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10058,41,0,1,0,0,1,0,1,1,2,0,0,0,1,1,2,3,3,0,0,0,1,0,1,1,1,3,0.047619047619047616,0.047619047619047616,0.095238095,0,0,0,0.047619047619047616,0.047619047619047616,0.095238095,0.14285714285714285,0.14285714285714285,0,0,0,0.047619047619047616,0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,2,3,1,4,11,1,5.212840461730956,3,2,4,0,0,0,1,2,2,5,6,2,1,1,1,1,1,3,2,4,0.073170732,0.048780488,0.097560976,0,0,0,0.024390243902439025,0.048780488,0.048780488,0.12195121951219512,0.14634146341463414,0.048780488,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.073170732,0.048780488,0.097560976,6,5,4,9,21,2,5.974198722839356,1,1,1,0,0,0,1,0,0,3,1,0,0,0,1,0,1,1,1,2,0.071428571,0.071428571,0.071428571,0,0,0,0.071428571,0,0,0.21428571428571427,0.071428571,0,0,0,0.071428571,0,0.071428571,0.071428571,0.071428571,0.14285714285714285,2,2,1,3,7,1,4.3702592849731445
3811,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12167,30,-1,0,-1,1,0,1,1,0,0,0,0,0,3,1,1,2,2,1,0,0,0,0,0,0,0,4,0.066666667,0,0,0,0,0,0.2,0.066666667,0.066666667,0.13333333333333333,0.13333333333333333,0.066666667,0,0,0,0,0,0,0,0.26666666666666666,0,3,1,4,10,0,4.751989936828613,3,1,1,0,0,0,3,2,1,3,2,2,2,2,1,0,2,0,0,5,0.1,0.033333333,0.033333333,0,0,0,0.1,0.066666667,0.033333333,0.1,0.066666667,0.066666667,0.066666667,0.066666667,0.033333333,0,0.066666667,0,0,0.16666666666666666,2,4,3,7,17,2,5.510165214538573,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,0.1,0,0,0,0,0,0.2,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.4,0,2,0,2,7,0,4.507468605041503
3812,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6185,33,-1,-2,-1,1,2,1,0,0,3,1,0,1,0,2,0,0,3,2,0,0,1,1,1,0,1,1,0,0,0.17647058823529413,0.058823529411764705,0,0.058823529411764705,0,0.11764705882352941,0,0,0.17647058823529413,0.11764705882352941,0,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,1,3,2,5,6,2,4.428973960876465,0,1,3,3,0,2,3,2,0,2,4,3,0,3,2,1,2,0,1,1,0,0.030303030303030304,0.090909091,0.090909091,0,0.060606061,0.090909091,0.060606061,0,0.060606061,0.12121212121212122,0.090909091,0,0.090909091,0.060606061,0.030303030303030304,0.060606061,0,0.030303030303030304,0.030303030303030304,4,6,4,10,9,3,4.594659614562987,0,0,2,1,0,0,0,2,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0.18181818181818182,0.090909091,0,0,0,0.18181818181818182,0,0,0.090909091,0.18181818181818182,0,0,0,0.090909091,0.090909091,0,0,0.090909091,0,2,2,4,4,2,5.959761619567872
3813,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3438,157,-2,-3,-2,2,3,2,12,4,4,3,0,2,8,3,4,5,5,2,1,2,4,8,4,2,2,4,0.1518987341772152,0.050632911,0.050632911,0.037974684,0,0.025316456,0.10126582278481013,0.037974684,0.050632911,0.063291139,0.063291139,0.025316456,0.012658227848101266,0.025316456,0.050632911,0.10126582278481013,0.050632911,0.025316456,0.025316456,0.050632911,6,12,6,18,30,12,4.962521553,20,11,6,9,0,6,17,4,5,10,12,4,2,9,8,11,8,2,7,6,0.12738853503184713,0.070063694,0.038216561,0.057324841,0,0.038216561,0.10828025477707007,0.025477707006369428,0.031847134,0.063694268,0.076433121,0.025477707006369428,0.012738853503184714,0.057324841,0.050955414012738856,0.070063694,0.050955414012738856,0.012738853503184714,0.044585987261146494,0.038216561,18,23,15,38,54,19,5.104050636291503,8,2,2,3,0,2,5,1,2,3,4,2,0,1,1,6,3,2,2,3,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.057692307692307696,0,0.038461538461538464,0.096153846,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.076923077,0.038461538461538464,0,0.019230769230769232,0.019230769230769232,0.11538461538461539,0.057692307692307696,0.038461538461538464,0.038461538461538464,0.057692307692307696,5,7,4,11,19,9,5.050906181335448
3814,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
3815,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,185,-1,-2,-1,1,2,1,6,2,3,9,1,2,8,10,2,12,9,6,1,3,2,6,3,0,3,5,0.064516129,0.021505376344086023,0.032258065,0.096774194,0.010752688172043012,0.021505376344086023,0.086021505,0.10752688172043011,0.021505376344086023,0.12903225806451613,0.096774194,0.064516129,0.010752688172043012,0.032258065,0.021505376344086023,0.064516129,0.032258065,0,0.032258065,0.053763440860215055,6,11,8,19,43,9,5.241430473327636,12,3,10,13,5,3,15,21,6,26,11,14,3,3,4,6,7,1,8,14,0.064864865,0.016216216216216217,0.054054054,0.07027027,0.027027027,0.016216216216216217,0.081081081,0.11351351351351352,0.032432432432432434,0.14054054054054055,0.059459459,0.075675676,0.016216216216216217,0.016216216216216217,0.021621621621621623,0.032432432432432434,0.037837838,0.005405405,0.043243243243243246,0.075675676,12,25,17,42,87,13,5.210169029235838,3,2,0,6,0,2,7,4,2,6,6,6,0,3,2,5,2,0,3,3,0.048387097,0.032258065,0,0.096774194,0,0.032258065,0.11290322580645161,0.064516129,0.032258065,0.096774194,0.096774194,0.096774194,0,0.048387097,0.032258065,0.080645161,0.032258065,0,0.048387097,0.048387097,6,7,8,15,22,7,8.257642555236817
3816,0,1,1,0,0,5.7e-122,121.24412514432751,0,1,1,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,189,3,4,3,3,4,3,14,4,4,4,0,1,2,6,0,13,9,5,4,6,0,8,2,1,2,10,0.14736842105263157,0.042105263157894736,0.042105263157894736,0.042105263157894736,0,0.010526315789473684,0.021052631578947368,0.063157895,0,0.1368421052631579,0.094736842,0.052631579,0.042105263157894736,0.063157895,0,0.084210526,0.021052631578947368,0.010526315789473684,0.021052631578947368,0.10526315789473684,9,6,9,15,56,10,9.599616432,21,4,7,6,0,2,7,15,1,21,23,13,8,11,4,14,6,2,5,19,0.1111111111111111,0.021164021164021163,0.037037037037037035,0.031746031746031744,0,0.010582010582010581,0.037037037037037035,0.079365079,0.005291005,0.1111111111111111,0.12169312169312169,0.068783069,0.042328042328042326,0.058201058,0.021164021164021163,0.074074074,0.031746031746031744,0.010582010582010581,0.026455026455026454,0.10052910052910052,18,14,17,31,107,20,9.097859001,10,3,3,3,0,0,2,3,0,10,6,4,2,3,0,4,1,1,1,7,0.15873015873015872,0.047619047619047616,0.047619047619047616,0.047619047619047616,0,0,0.031746031746031744,0.047619047619047616,0,0.15873015873015872,0.095238095,0.063492063,0.031746031746031744,0.047619047619047616,0,0.063492063,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.1111111111111111,5,5,7,12,38,5,9.400602531433105
3817,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,155,7,7,7,7,7,7,6,6,5,2,0,1,1,8,1,8,12,6,0,7,0,2,2,0,4,7,0.076923077,0.076923077,0.064102564,0.025641026,0,0.012820513,0.012820513,0.10256410256410256,0.012820513,0.10256410256410256,0.15384615384615385,0.076923077,0,0.08974359,0,0.025641026,0.025641026,0,0.051282051,0.08974359,11,6,12,18,41,4,9.990488243103027,9,7,7,5,0,4,7,15,2,17,21,12,3,14,4,6,4,0,5,13,0.058064516,0.04516129,0.04516129,0.032258065,0,0.025806451612903226,0.04516129,0.096774194,0.012903225806451613,0.10967741935483871,0.13548387096774195,0.077419355,0.019354839,0.090322581,0.025806451612903226,0.038709677,0.025806451612903226,0,0.032258065,0.083870968,19,14,19,33,78,10,9.48563633,2,5,4,1,0,1,1,3,1,6,8,3,0,6,0,1,1,0,4,5,0.038461538461538464,0.096153846,0.076923077,0.019230769230769232,0,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.11538461538461539,0.15384615384615385,0.057692307692307696,0,0.11538461538461539,0,0.019230769230769232,0.019230769230769232,0,0.076923077,0.096153846,10,5,8,13,24,2,9.598520469665527
3818,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1329,251,4,8,4,4,8,4,20,13,6,3,3,0,7,16,4,2,13,0,3,0,7,9,8,2,0,10,0.15873015873015872,0.10317460317460317,0.047619047619047616,0.023809523809523808,0.023809523809523808,0,0.055555556,0.12698412698412698,0.031746031746031744,0.015873015873015872,0.10317460317460317,0,0.023809523809523808,0,0.055555556,0.071428571,0.063492063,0.015873015873015872,0,0.079365079,2,13,13,26,64,17,7.084377861022949,36,22,10,4,4,4,13,30,9,5,27,0,4,3,13,20,17,5,3,22,0.14342629482071714,0.087649402,0.039840637,0.015936255,0.015936255,0.015936255,0.051792829,0.11952191235059761,0.035856573705179286,0.019920319,0.10756972111553785,0,0.015936255,0.011952191,0.051792829,0.079681275,0.067729084,0.019920319,0.011952191,0.087649402,11,23,22,45,124,37,6.752324485778809,14,9,3,1,1,0,5,9,1,2,10,0,3,0,6,6,5,1,0,7,0.1686746987951807,0.10843373493975904,0.036144578,0.012048192771084338,0.012048192771084338,0,0.060240963855421686,0.10843373493975904,0.012048192771084338,0.024096385542168676,0.12048192771084337,0,0.036144578,0,0.072289157,0.072289157,0.060240963855421686,0.012048192771084338,0,0.084337349,1,8,9,17,45,11,7.994482612609862
3819,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9639,42,1,-1,1,1,1,1,6,3,1,0,0,0,2,2,1,0,2,0,0,0,1,0,0,1,0,2,0.2857142857142857,0.14285714285714285,0.047619047619047616,0,0,0,0.095238095,0.095238095,0.047619047619047616,0,0.095238095,0,0,0,0.047619047619047616,0,0,0.047619047619047616,0,0.095238095,1,3,3,6,12,0,6.761134529,11,4,3,1,0,0,3,8,1,0,2,0,1,0,2,1,1,1,0,3,0.2619047619047619,0.095238095,0.071428571,0.023809523809523808,0,0,0.071428571,0.19047619047619047,0.023809523809523808,0,0.047619047619047616,0,0.023809523809523808,0,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0,0.071428571,1,6,4,10,25,2,4.950130653381346,5,2,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0.35714285714285715,0.14285714285714285,0.071428571,0,0,0,0.14285714285714285,0.071428571,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,0.071428571,0,3,2,5,8,0,5.449006462097167
3820,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,152,-4,0,-4,4,0,4,3,6,6,5,0,2,8,4,1,3,7,3,2,5,4,5,3,2,3,4,0.039473684210526314,0.078947368,0.078947368,0.065789474,0,0.026315789,0.10526315789473684,0.052631579,0.013157894736842105,0.039473684210526314,0.092105263,0.039473684210526314,0.026315789,0.065789474,0.052631579,0.065789474,0.039473684210526314,0.026315789,0.039473684210526314,0.052631579,10,14,9,23,23,8,4.698788643,8,14,8,6,0,7,15,10,3,6,12,6,4,10,6,8,6,5,4,14,0.052631579,0.092105263,0.052631579,0.039473684210526314,0,0.046052631578947366,0.098684211,0.065789474,0.019736842105263157,0.039473684210526314,0.078947368,0.039473684210526314,0.026315789,0.065789474,0.039473684210526314,0.052631579,0.039473684210526314,0.032894737,0.026315789,0.092105263,19,23,20,43,54,14,5.674088859558106,1,5,4,3,0,2,7,4,0,2,5,3,2,3,1,4,1,1,1,2,0.019607843,0.098039216,0.078431373,0.058823529411764705,0,0.039215686,0.13725490196078433,0.078431373,0,0.039215686,0.098039216,0.058823529411764705,0.039215686,0.058823529411764705,0.019607843,0.078431373,0.019607843,0.019607843,0.019607843,0.039215686,5,11,8,19,16,5,4.762220954895019
3821,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,30,-3,-8,-3,3,8,3,0,0,1,0,1,0,2,2,0,1,1,0,1,0,0,1,1,0,1,3,0,0,0.066666667,0,0.066666667,0,0.13333333333333333,0.13333333333333333,0,0.066666667,0.066666667,0,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0.2,1,3,0,3,8,2,4.0500284194946286,0,0,3,0,1,4,5,2,0,1,2,0,2,0,1,1,3,0,1,4,0,0,0.1,0,0.033333333,0.13333333333333333,0.16666666666666666,0.066666667,0,0.033333333,0.066666667,0,0.066666667,0,0.033333333,0.033333333,0.1,0,0.033333333,0.13333333333333333,1,8,0,8,11,4,4.0500284194946286,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0.1,0,0.1,0,0,0.2,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0.2,1,1,0,1,6,1,4.0500284194946286
3822,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845,130,4,6,4,4,6,4,11,2,2,1,1,0,0,13,2,7,8,2,0,3,2,2,2,2,2,3,0.16923076923076924,0.030769231,0.030769231,0.015384615384615385,0.015384615384615385,0,0,0.2,0.030769231,0.1076923076923077,0.12307692307692308,0.030769231,0,0.046153846153846156,0.030769231,0.030769231,0.030769231,0.030769231,0.030769231,0.046153846153846156,7,2,4,6,42,4,9.099793052673341,16,6,3,1,2,1,2,20,3,10,22,2,4,6,3,8,4,5,5,7,0.12307692307692308,0.046153846153846156,0.023076923076923078,0.007692308,0.015384615384615385,0.007692308,0.015384615384615385,0.15384615384615385,0.023076923076923078,0.076923077,0.16923076923076924,0.015384615384615385,0.030769231,0.046153846153846156,0.023076923076923078,0.061538462,0.030769231,0.038461538461538464,0.038461538461538464,0.053846154,16,5,8,13,79,12,9.137313652038575,8,0,2,1,1,0,0,6,1,6,7,1,0,3,1,2,0,1,0,3,0.18604651162790697,0,0.046511627906976744,0.023255813953488372,0.023255813953488372,0,0,0.13953488372093023,0.023255813953488372,0.13953488372093023,0.16279069767441862,0.023255813953488372,0,0.069767442,0.023255813953488372,0.046511627906976744,0,0.023255813953488372,0,0.069767442,4,2,1,3,30,2,5.210566902160643
3823,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455,173,4,9,4,4,9,4,5,0,3,5,0,1,1,6,0,14,12,8,0,13,0,6,2,1,3,7,0.057471264,0,0.034482758620689655,0.057471264,0,0.011494252873563218,0.011494252873563218,0.068965517,0,0.16091954022988506,0.13793103448275862,0.091954023,0,0.14942528735632185,0,0.068965517,0.022988505747126436,0.011494252873563218,0.034482758620689655,0.08045977,17,4,8,12,44,8,9.575698662,5,3,5,13,0,3,3,8,0,28,23,14,5,20,2,10,5,2,8,16,0.028901734104046242,0.017341040462427744,0.028901734104046242,0.075144509,0,0.017341040462427744,0.017341040462427744,0.046242774566473986,0,0.16184971098265896,0.1329479768786127,0.080924855,0.028901734104046242,0.11560693641618497,0.011560693641618497,0.057803468208092484,0.028901734104046242,0.011560693641618497,0.046242774566473986,0.092485549,30,8,17,25,85,15,9.755694389343262,3,0,2,4,0,0,0,5,0,10,7,7,0,7,0,3,2,1,2,5,0.051724138,0,0.034482758620689655,0.068965517,0,0,0,0.086206897,0,0.1724137931034483,0.1206896551724138,0.1206896551724138,0,0.1206896551724138,0,0.051724138,0.034482758620689655,0.017241379310344827,0.034482758620689655,0.086206897,10,2,7,9,30,5,9.903262519836424
